4 8 36
14 15 36
6 7 36
9 10 37
14 15 37
14 16 37
4 8 37
8 7 37
6 7 37
9 10 38
9 11 38
19 20 38
18 20 38
4 6 38
4 7 38
4 8 38
14 15 38
8 6 38
8 7 38
9 11 39
14 15 39
14 16 39
4 6 39
4 8 39
8 6 39
8 7 39
6 7 39
4 6 40
4 8 40
5 6 40
14 15 40
8 6 40
4 8 41
14 16 41
14 15 41
11 10 41
4 6 42
4 8 42
14 15 42
15 16 42
8 6 42
13 12 43
4 3 43
8 6 43
4 3 44
6 8 44
14 15 44
20 18 44
14 16 45
8 6 45
9 10 46
9 11 46
14 8 46
18 15 46
8 6 46
11 10 46
14 16 47
14 15 47
17 8 47
16 15 47
10 9 47
8 7 47
21 22 48
14 16 48
14 15 48
17 11 48
1 2 48
16 15 48
19 18 48
6 8 48
15 8 48
17 1 49
17 11 49
18 20 49
9 11 49
15 8 49
9 11 50
18 19 50
18 20 50
17 1 50
14 15 51
17 1 51
18 20 51
18 4 51
9 11 51
17 1 52
10 9 52
23 24 52
23 25 52
24 25 52
18 4 52
9 11 52
14 15 53
26 25 53
26 24 53
26 23 53
16 15 53
23 25 53
23 24 53
24 25 53
26 23 54
17 1 54
17 8 54
3 18 54
19 18 54
23 25 54
24 25 54
18 20 54
11 9 54
4 20 54
26 23 55
17 1 55
17 8 55
19 18 55
23 25 55
18 20 55
14 16 56
16 15 56
10 9 56
19 18 56
23 25 56
24 25 56
11 9 56
8 6 56
21 22 57
14 16 57
26 23 57
17 1 57
19 18 57
21 22 58
14 16 58
26 23 58
24 25 58
18 20 58
9 11 58
21 22 59
14 16 59
14 15 59
3 4 59
16 15 59
10 9 59
24 25 59
14 15 60
14 16 60
26 24 60
17 1 60
17 9 60
3 4 60
16 15 60
23 25 60
11 9 60
21 22 61
14 16 61
26 24 61
26 25 61
17 1 61
16 15 61
10 9 61
10 11 61
24 25 61
14 15 62
17 1 62
10 11 62
21 22 63
14 15 63
12 4 63
17 1 63
10 11 63
18 20 63
4 20 63
8 6 63
8 7 63
21 22 64
17 1 64
18 20 64
8 6 64
27 28 65
27 29 65
28 29 65
14 15 65
17 1 65
18 20 65
21 22 66
27 28 66
27 29 66
28 29 66
17 1 66
22 4 66
16 15 66
18 20 66
9 11 66
21 22 67
28 27 67
28 29 67
14 20 67
14 18 67
17 1 67
29 27 67
10 11 67
11 9 67
14 15 68
17 1 68
18 20 68
5 7 69
14 15 69
17 1 69
10 9 69
19 20 69
11 9 69
17 1 70
10 11 70
19 20 70
23 25 70
9 11 70
14 15 71
17 1 71
5 7 71
23 25 71
18 20 71
11 9 71
25 15 71
14 15 72
14 16 72
17 1 72
16 15 72
18 20 72
11 9 72
8 6 72
27 28 73
14 15 73
16 15 73
19 6 73
6 8 73
9 11 73
27 28 74
14 25 74
10 9 74
19 20 74
18 20 74
27 4 75
26 23 75
16 15 75
19 8 75
19 18 75
8 6 75
17 1 76
23 25 76
18 20 76
11 9 76
14 16 77
17 1 77
19 20 77
19 18 77
18 20 77
30 31 77
6 8 77
9 11 77
5 7 78
28 27 78
17 1 78
19 20 78
19 18 78
18 20 78
30 31 78
11 9 78
8 6 78
27 28 79
3 4 79
5 7 79
19 20 79
19 18 79
18 20 79
6 8 79
5 7 80
3 4 80
16 15 80
19 18 80
18 20 80
11 9 80
8 6 80
5 7 81
17 1 81
3 4 81
19 20 81
18 20 81
8 6 81
8 7 81
27 28 82
14 16 82
14 15 82
17 1 82
5 6 82
16 15 82
18 20 82
8 6 82
8 7 82
14 15 83
14 16 83
17 1 83
3 4 83
3 23 83
16 15 83
18 20 83
8 6 83
18 20 84
30 31 84
11 9 84
8 6 84
5 6 85
5 7 85
5 8 85
3 4 85
10 11 85
18 20 85
30 31 85
6 7 85
6 8 85
9 11 85
8 7 85
5 8 86
16 15 86
10 11 86
18 20 86
11 9 86
8 6 86
28 25 87
17 1 87
10 11 87
19 20 87
23 24 87
9 11 87
28 25 88
14 16 88
3 4 88
16 15 88
10 11 88
19 20 88
23 24 88
24 25 88
9 11 88
14 16 89
17 1 89
3 4 89
16 15 89
10 9 89
10 11 89
23 24 89
23 25 89
9 11 89
14 16 90
26 25 90
26 23 90
17 1 90
17 4 90
3 4 90
16 15 90
10 11 90
23 24 90
9 11 90
26 23 91
17 1 91
19 23 91
23 20 91
23 25 91
18 20 91
26 25 92
3 4 92
23 20 92
23 25 92
23 18 92
14 15 93
26 25 93
5 6 93
5 7 93
23 25 93
18 20 93
6 7 93
5 7 94
5 20 94
10 11 94
18 7 94
18 20 94
5 6 95
5 7 95
14 16 95
26 24 95
16 15 95
19 6 95
19 7 95
6 7 95
5 7 96
16 15 96
11 9 96
21 22 97
5 6 97
5 7 97
5 8 97
14 16 97
12 13 97
26 24 97
10 11 97
13 25 97
30 31 97
6 7 97
6 8 97
9 11 97
8 7 97
3 4 98
5 6 98
5 7 98
5 8 98
5 18 98
16 15 98
18 6 98
18 7 98
18 8 98
6 7 98
6 8 98
9 11 98
8 7 98
14 15 99
26 25 99
5 18 99
16 15 99
10 11 99
18 6 99
18 8 99
11 9 99
8 6 99
8 7 99
6 7 99
14 15 100
16 15 100
10 11 100
18 6 100
18 8 100
6 8 100
9 11 100
32 8 100
14 16 101
14 15 101
16 15 101
10 9 101
23 24 101
18 7 101
11 9 101
32 7 101
6 7 101
5 18 102
14 15 102
14 16 102
17 1 102
22 25 102
16 15 102
10 9 102
10 11 102
18 6 102
9 11 102
5 8 103
17 1 103
6 8 103
9 11 103
8 7 103
5 8 104
5 18 104
10 11 104
18 6 104
18 8 104
6 8 104
8 7 104
12 13 105
17 1 105
18 6 105
18 7 105
6 7 105
8 7 105
12 13 106
5 7 106
5 18 106
10 9 106
10 11 106
18 6 106
18 8 106
6 7 106
6 8 106
9 11 106
5 6 107
10 11 107
18 6 107
18 8 107
6 7 107
6 8 107
9 11 107
8 7 107
27 28 108
18 6 108
6 8 108
17 1 109
5 7 109
33 32 109
33 20 109
33 34 109
18 6 109
18 8 109
30 31 109
32 20 109
32 34 109
34 20 109
6 7 109
5 8 110
12 24 110
26 23 110
17 1 110
33 32 110
33 20 110
33 34 110
18 7 110
18 8 110
32 20 110
32 34 110
34 20 110
8 6 110
8 7 110
6 7 110
12 25 111
17 1 111
5 6 111
5 7 111
33 20 111
33 34 111
18 6 111
18 8 111
30 31 111
32 20 111
34 20 111
8 6 111
8 7 111
6 7 111
5 8 112
12 25 112
17 8 112
33 32 112
18 6 112
18 7 112
18 8 112
30 31 112
32 20 112
34 20 112
8 7 112
5 18 113
12 13 113
26 11 113
10 9 113
33 32 113
33 20 113
18 1 113
32 20 113
5 7 114
12 13 114
12 9 114
12 11 114
10 9 114
10 11 114
33 20 114
30 31 114
9 11 114
34 20 114
5 7 115
5 8 115
5 18 115
12 13 115
18 1 115
18 6 115
18 8 115
1 6 115
30 31 115
11 9 115
8 6 115
8 7 115
6 7 115
5 7 116
5 8 116
28 27 116
12 13 116
33 20 116
30 31 116
9 11 116
8 7 116
5 8 117
12 13 117
17 1 117
18 6 117
18 7 117
18 8 117
11 9 117
34 20 117
8 7 117
6 7 117
12 13 118
9 11 118
34 20 118
21 22 119
5 7 119
12 13 119
26 24 119
17 1 119
33 32 119
33 7 119
33 34 119
18 6 119
18 20 119
18 8 119
18 34 119
6 20 119
6 8 119
9 11 119
34 7 119
34 20 119
20 8 119
5 7 120
28 27 120
28 29 120
17 1 120
33 20 120
33 34 120
18 6 120
18 7 120
18 20 120
18 8 120
1 2 120
6 8 120
9 11 120
32 34 120
34 20 120
34 7 120
5 8 121
28 27 121
33 34 121
18 7 121
18 8 121
30 4 121
11 9 121
34 20 121
8 7 121
27 28 122
17 1 122
18 6 122
18 7 122
18 8 122
30 6 122
6 7 122
6 8 122
9 11 122
8 7 122
27 28 123
17 1 123
5 6 123
5 8 123
18 6 123
18 7 123
18 8 123
6 8 123
9 11 123
34 4 123
8 7 123
27 28 124
17 1 124
5 8 124
33 34 124
18 7 124
18 8 124
11 9 124
32 34 124
8 6 124
8 7 124
5 8 125
17 1 125
17 2 125
33 1 125
33 34 125
18 6 125
18 7 125
18 8 125
1 20 125
11 9 125
32 20 125
8 6 125
8 7 125
6 7 125
5 8 126
5 18 126
17 2 126
18 7 126
18 8 126
6 7 126
6 8 126
9 11 126
32 34 126
17 1 127
17 2 127
5 8 127
33 34 127
23 25 127
18 8 127
6 8 127
32 20 127
32 34 127
34 20 127
17 1 128
17 2 128
5 8 128
33 34 128
18 8 128
1 2 128
34 20 128
8 7 128
5 8 129
33 34 129
18 8 129
34 20 129
20 7 129
21 22 130
5 8 130
18 6 130
18 7 130
18 8 130
11 34 130
34 4 130
8 6 130
8 7 130
6 7 130
21 22 131
5 7 131
5 8 131
33 20 131
24 25 131
18 7 131
11 4 131
34 20 131
34 4 131
8 7 131
5 6 132
5 7 132
5 8 132
28 27 132
33 9 132
33 34 132
33 4 132
18 6 132
18 7 132
18 8 132
11 34 132
11 4 132
9 34 132
34 20 132
8 6 132
8 7 132
5 6 133
5 8 133
28 27 133
33 9 133
18 6 133
18 8 133
6 8 133
9 34 133
34 20 133
4 11 133
12 13 134
5 7 134
5 8 134
33 20 134
33 34 134
18 8 134
9 20 134
34 20 134
4 11 134
20 11 134
8 7 134
5 8 135
18 8 135
4 11 135
5 8 136
28 27 136
26 23 136
33 20 136
18 6 136
18 7 136
18 8 136
6 7 136
8 7 136
5 8 137
18 6 137
18 8 137
6 7 137
34 20 137
4 11 137
8 7 137
5 7 138
5 8 138
10 9 138
33 20 138
18 8 138
11 9 138
11 4 138
34 20 138
8 6 138
8 7 138
6 7 138
5 6 139
5 8 139
5 18 139
10 9 139
33 20 139
33 34 139
18 8 139
6 7 139
6 8 139
9 11 139
34 20 139
8 7 139
5 7 140
5 8 140
10 9 140
33 20 140
24 25 140
18 6 140
18 8 140
6 7 140
6 8 140
8 7 140
5 6 141
5 7 141
5 8 141
13 11 141
10 11 141
33 34 141
18 6 141
18 8 141
6 7 141
9 11 141
8 7 141
5 7 142
5 8 142
35 36 142
10 11 142
18 6 142
18 7 142
18 8 142
30 31 142
34 20 142
8 6 142
8 7 142
6 7 142
35 36 143
5 7 143
5 8 143
5 18 143
33 20 143
33 34 143
18 8 143
34 20 143
8 7 143
6 7 143
5 7 144
5 8 144
12 13 144
37 35 144
37 36 144
35 36 144
10 9 144
33 20 144
18 6 144
18 8 144
6 8 144
9 11 144
34 20 144
8 7 144
5 7 145
5 8 145
38 35 145
33 20 145
18 6 145
18 8 145
34 20 145
8 7 145
5 6 146
5 7 146
5 8 146
26 34 146
18 6 146
18 8 146
30 31 146
32 34 146
34 20 146
8 6 146
8 7 146
39 38 147
39 40 147
39 36 147
12 13 147
38 41 147
35 40 147
35 36 147
5 6 147
10 9 147
33 34 147
18 6 147
18 8 147
30 31 147
6 8 147
27 28 148
39 35 148
37 35 148
37 42 148
33 32 148
33 34 148
18 6 148
18 8 148
3 4 148
11 9 148
8 6 148
6 7 148
27 28 149
12 13 149
42 40 149
5 7 149
33 20 149
33 34 149
18 8 149
11 9 149
34 20 149
34 25 149
25 20 149
5 7 150
5 18 150
39 41 150
39 37 150
39 40 150
12 13 150
37 35 150
35 41 150
42 40 150
33 20 150
33 25 150
23 4 150
18 7 150
18 8 150
34 20 150
34 25 150
39 41 151
39 40 151
12 13 151
38 41 151
38 36 151
35 41 151
36 41 151
18 8 151
34 20 151
34 25 151
39 42 152
39 40 152
12 13 152
36 41 152
10 9 152
10 11 152
33 20 152
23 24 152
18 8 152
3 4 152
11 9 152
11 4 152
8 7 152
5 7 153
12 13 153
29 27 153
10 11 153
33 20 153
18 8 153
3 4 153
11 9 153
34 20 153
8 7 153
12 13 154
3 4 154
5 7 154
10 11 154
33 20 154
23 34 154
23 25 154
18 8 154
34 20 154
8 6 154
8 7 154
39 36 155
12 13 155
26 23 155
3 4 155
5 6 155
5 8 155
10 11 155
18 8 155
11 6 155
34 20 155
8 6 155
39 36 156
38 42 156
42 41 156
36 40 156
5 6 156
33 32 156
33 20 156
33 34 156
18 9 156
18 6 156
6 8 156
32 20 156
32 34 156
34 20 156
39 40 157
33 32 157
33 20 157
33 34 157
18 6 157
11 8 157
32 20 157
32 34 157
34 20 157
8 6 157
5 7 158
28 27 158
38 41 158
38 37 158
18 6 158
18 8 158
8 6 158
6 7 158
27 28 159
39 40 159
12 13 159
37 4 159
5 7 159
5 8 159
10 9 159
10 11 159
18 6 159
18 8 159
6 7 159
6 8 159
9 11 159
8 7 159
27 28 160
39 42 160
39 36 160
36 42 160
36 40 160
5 7 160
5 8 160
10 9 160
10 11 160
18 6 160
18 7 160
18 8 160
11 9 160
8 6 160
5 8 161
5 18 161
12 13 161
36 40 161
40 42 161
23 24 161
18 6 161
18 8 161
8 6 161
8 7 161
6 7 161
5 8 162
39 35 162
39 37 162
29 27 162
4 8 162
8 6 162
8 7 162
5 18 163
39 41 163
39 35 163
39 40 163
29 27 163
18 6 163
18 8 163
4 8 163
8 6 163
8 7 163
39 41 164
39 35 164
39 40 164
18 6 164
18 7 164
18 8 164
8 6 164
8 7 164
21 22 165
27 29 165
12 13 165
5 7 165
18 6 165
18 8 165
8 6 165
8 7 165
6 7 165
12 13 166
26 23 166
18 8 166
25 8 166
8 7 166
26 23 167
8 7 167
6 7 167
12 13 168
7 6 168
7 8 168
23 24 168
18 8 169
39 40 169
5 8 169
6 7 169
12 13 170
5 8 170
18 8 170
8 7 170
6 7 170
5 8 171
5 18 171
39 40 171
12 13 171
26 24 171
18 7 171
18 8 171
8 6 171
8 7 171
6 7 171
7 8 172
7 18 172
37 41 172
18 6 172
18 8 172
27 28 172
22 21 172
13 12 172
39 40 172
26 24 172
12 13 173
37 41 173
18 7 173
9 43 174
12 13 175
38 40 175
26 24 175
37 35 175
43 9 175
39 40 176
42 40 176
18 6 176
18 7 176
18 8 176
6 7 176
6 8 176
9 43 176
8 7 176
39 42 177
39 40 177
18 7 177
18 8 177
43 9 177
8 7 177
27 28 178
39 42 178
39 40 178
12 13 178
35 41 178
35 36 178
42 40 178
18 6 178
18 8 178
43 25 178
9 25 178
8 7 178
6 7 178
39 40 179
12 13 179
38 35 179
18 6 179
18 8 179
43 9 179
39 40 180
37 35 180
18 8 180
9 43 180
27 28 181
39 40 181
12 13 181
18 6 181
18 8 181
9 43 181
39 42 182
39 40 182
12 13 182
42 40 182
24 25 182
18 8 182
43 9 182
27 28 183
39 40 183
38 35 183
26 24 183
42 40 183
24 25 183
18 6 183
41 43 183
43 9 183
38 37 184
18 6 184
18 7 184
6 8 184
9 43 184
8 7 184
27 28 185
39 42 185
39 40 185
38 43 185
37 40 185
42 9 185
42 43 185
40 43 185
18 8 185
43 9 185
8 6 185
8 7 185
21 22 186
37 40 186
35 25 186
44 10 186
5 18 186
18 7 186
6 7 186
6 8 186
8 7 186
5 18 187
37 40 187
44 10 187
6 8 187
9 43 187
8 7 187
27 28 188
39 42 188
12 13 188
10 44 188
43 9 188
8 7 188
10 44 189
43 9 189
8 7 189
6 7 189
27 28 190
5 6 190
5 8 190
10 44 190
24 25 190
18 7 190
43 9 190
8 6 190
42 40 191
10 44 191
18 6 191
18 8 191
43 9 191
8 6 191
5 6 192
5 8 192
12 13 192
38 35 192
42 40 192
18 6 192
43 9 192
8 6 192
5 18 193
26 23 193
24 25 193
18 7 193
9 43 193
42 40 194
24 25 194
18 7 194
9 43 194
8 7 194
26 25 195
18 8 195
3 45 195
3 31 195
6 7 195
31 45 195
45 2 195
9 43 195
39 40 196
26 24 196
26 25 196
3 45 196
3 31 196
24 25 196
43 9 196
31 45 196
6 7 196
5 7 197
26 24 197
26 25 197
3 31 197
24 25 197
6 8 197
9 43 197
8 7 197
5 8 198
38 35 198
26 25 198
18 6 198
18 8 198
3 31 198
43 9 198
8 7 198
5 8 199
12 13 199
26 24 199
26 25 199
45 2 199
45 31 199
24 25 199
18 8 199
3 31 199
43 9 199
8 6 199
39 42 200
39 40 200
26 24 200
26 25 200
45 31 200
3 31 200
5 6 200
24 25 200
18 6 200
18 7 200
18 8 200
6 8 200
9 43 200
8 7 200
5 8 201
28 27 201
39 42 201
39 40 201
26 25 201
44 10 201
24 25 201
18 7 201
18 8 201
3 31 201
43 9 201
31 45 201
8 6 201
8 7 201
5 7 202
5 8 202
39 42 202
39 40 202
26 23 202
10 44 202
18 41 202
18 8 202
43 9 202
7 8 202
3 31 203
39 42 203
39 40 203
26 25 203
5 7 203
5 8 203
18 8 203
9 43 203
8 7 203
38 18 204
3 45 204
3 31 204
40 8 204
5 7 204
5 8 204
18 7 204
18 8 204
31 45 204
27 28 205
5 7 205
5 8 205
5 18 205
33 20 205
24 25 205
3 31 205
9 43 205
8 7 205
5 7 206
38 31 206
26 24 206
26 25 206
33 20 206
24 25 206
18 7 206
18 8 206
9 43 206
8 7 206
3 31 207
5 7 207
24 25 207
18 7 207
43 9 207
8 7 207
3 31 208
5 8 208
5 18 208
33 20 208
18 7 208
18 8 208
43 9 208
31 45 208
8 6 208
8 7 208
6 7 208
37 35 209
3 31 209
18 6 209
18 7 209
18 8 209
43 9 209
8 7 209
6 7 209
45 31 210
3 31 210
33 20 210
18 6 210
18 8 210
43 9 210
31 2 210
8 6 210
8 7 210
6 7 210
27 28 211
26 24 211
44 10 211
24 25 211
18 6 211
18 7 211
18 8 211
43 9 211
8 6 211
8 7 211
6 7 211
26 24 212
26 25 212
37 41 212
44 10 212
33 20 212
24 25 212
18 8 212
3 31 212
43 9 212
31 45 212
8 6 212
8 7 212
27 28 213
26 25 213
42 40 213
33 20 213
18 6 213
18 7 213
18 8 213
3 45 213
3 31 213
6 7 213
6 8 213
31 45 213
9 43 213
26 25 214
45 18 214
36 41 214
44 10 214
33 20 214
18 8 214
43 9 214
8 7 214
3 31 215
3 18 215
28 27 215
26 25 215
5 8 215
33 20 215
31 45 215
9 43 215
8 7 215
5 7 216
26 24 216
33 20 216
24 25 216
18 45 216
3 31 216
30 46 216
43 9 216
6 7 216
45 33 217
45 20 217
45 24 217
35 37 217
5 7 217
33 20 217
24 25 217
30 46 217
43 9 217
8 6 217
6 7 217
39 40 218
45 33 218
3 31 218
33 20 218
18 8 218
6 8 218
9 43 218
39 42 219
39 40 219
26 25 219
45 31 219
33 20 219
23 25 219
24 25 219
18 9 219
18 6 219
18 7 219
18 8 219
9 6 219
8 6 219
26 25 220
45 3 220
45 31 220
33 20 220
23 25 220
24 25 220
18 6 220
18 7 220
18 8 220
3 31 220
45 2 221
44 24 221
44 25 221
33 20 221
18 8 221
30 46 221
25 23 221
20 8 221
26 10 222
26 25 222
45 3 222
45 31 222
3 31 222
33 20 222
44 24 222
24 25 222
18 9 222
18 8 222
6 8 222
31 2 222
39 40 223
26 24 223
26 25 223
26 44 223
45 31 223
10 44 223
33 20 223
44 24 223
44 25 223
24 25 223
3 31 223
30 46 223
9 7 223
9 8 223
8 6 223
8 7 223
6 7 223
26 10 224
45 31 224
5 7 224
10 44 224
33 20 224
44 24 224
44 25 224
24 25 224
18 8 224
43 9 224
8 7 224
3 31 225
45 31 225
44 10 225
44 24 225
44 25 225
10 25 225
10 24 225
24 25 225
18 7 225
43 9 225
39 44 226
39 40 226
45 31 226
3 31 226
44 24 226
44 25 226
10 24 226
33 20 226
24 25 226
28 27 227
39 42 227
39 40 227
45 3 227
40 42 227
10 44 227
10 25 227
33 20 227
44 25 227
24 25 227
18 6 227
18 7 227
18 8 227
43 9 227
8 6 227
8 7 227
39 42 228
39 40 228
44 24 228
44 25 228
40 42 228
10 24 228
10 25 228
33 20 228
24 25 228
18 6 228
18 8 228
39 42 229
39 25 229
45 3 229
45 31 229
5 7 229
5 18 229
33 20 229
24 25 229
18 8 229
7 8 229
5 6 230
5 18 230
39 42 230
45 33 230
45 20 230
45 31 230
3 9 230
3 43 230
33 20 230
24 25 230
18 7 230
18 8 230
9 43 230
45 33 231
45 31 231
5 7 231
33 20 231
33 31 231
24 25 231
18 7 231
18 8 231
30 46 231
31 20 231
45 33 232
5 7 232
18 7 232
18 8 232
30 46 232
43 9 232
8 6 232
45 33 233
3 31 233
18 7 233
30 46 233
5 7 234
28 27 234
45 33 234
45 20 234
18 7 234
43 9 234
8 7 234
45 3 235
44 10 235
44 24 235
44 25 235
10 25 235
24 25 235
18 7 235
43 9 235
8 7 235
5 7 236
39 40 236
26 24 236
44 10 236
44 25 236
10 25 236
33 20 236
18 7 236
31 2 236
8 6 236
21 22 237
39 40 237
26 24 237
10 44 237
10 25 237
33 20 237
24 25 237
30 46 237
31 2 237
33 20 238
18 8 238
30 46 238
6 7 238
33 20 239
18 8 239
30 46 239
31 2 239
39 42 240
39 24 240
39 40 240
42 40 240
33 20 240
18 8 240
30 46 240
6 7 240
7 6 241
7 18 241
45 3 241
45 31 241
18 6 241
3 31 241
46 30 241
44 10 242
7 18 242
18 5 242
28 27 242
18 7 243
44 10 243
44 10 244
7 18 244
8 6 244
28 27 244
3 31 244
46 30 244
20 33 244
45 31 245
28 3 245
3 31 245
20 33 245
6 8 245
6 8 246
10 44 246
46 30 246
20 33 246
44 10 247
33 20 247
46 30 247
7 6 248
7 18 248
45 3 248
45 31 248
8 6 248
3 31 248
46 30 248
20 33 248
7 6 249
7 8 249
7 18 249
45 31 249
18 6 249
46 30 249
20 33 249
6 7 250
45 3 251
44 10 251
18 6 251
47 4 251
30 46 251
43 9 251
8 7 251
6 7 251
21 22 252
37 47 252
37 4 252
3 31 252
44 10 252
33 20 252
18 6 252
18 7 252
47 4 252
30 46 252
6 7 252
6 8 252
31 45 252
9 43 252
8 7 252
21 22 253
3 31 253
44 10 254
47 4 254
30 46 254
9 43 254
8 7 254
37 4 255
3 45 255
3 31 255
44 10 255
18 6 255
18 7 255
18 8 255
47 4 255
43 9 255
31 45 255
6 7 255
37 47 256
44 10 256
16 15 256
33 20 256
18 6 256
18 8 256
6 7 256
6 8 256
9 43 256
8 7 256
